,price
26372,15850
26373,15851
26374,15851
26375,15851
26376,15851
26377,15851
26378,15852
26379,15857
26380,15864
26381,15873
26382,15874
26383,15874
26384,15877
26385,15878
26386,15887
26387,15888
26388,15888
26389,15889
26390,15897
26391,15897
26393,15898
26394,15907
26396,15913
26397,15915
26398,15917
26399,15917
26401,15919
26402,15919
26403,15919
26404,15920
26405,15922
26406,15923
26407,15928
26408,15930
26409,15930
26410,15931
26411,15934
26412,15937
26414,15939
26416,15941
26417,15941
26419,15942
26420,15946
26421,15948
26422,15948
26423,15949
26424,15949
26425,15952
26426,15955
26427,15957
26428,15959
26429,15959
26430,15962
26433,15966
26434,15968
26435,15970
26436,15970
26438,15977
26439,15977
26440,15983
26441,15984
26442,15984
26443,15984
26446,15987
26447,15990
26451,15992
26452,15992
26453,15992
26454,15992
26455,15993
26456,15996
26457,15996
26458,16003
26459,16004
26460,16013
26461,16018
26462,16021
26465,16031
26466,16036
26467,16037
26468,16041
26469,16043
26471,16049
26473,16055
26474,16059
26475,16062
26477,16064
26478,16064
26479,16064
26481,16068
26482,16073
26483,16073
26484,16075
26485,16077
26486,16080
26487,16082
26488,16085
26489,16086
26490,16086
26491,16087
26492,16091
26493,16092
26494,16097
26495,16098
26496,16100
26497,16104
26498,16104
26499,16111
26500,16112
26501,16112
26502,16116
26503,16123
26505,16128
26506,16129
26508,16131
26509,16137
26510,16140
26511,16146
26512,16147
26513,16148
26516,16151
26518,16169
26519,16169
26520,16170
26521,16171
26522,16171
26525,16181
26526,16183
26527,16187
26528,16187
26529,16188
26530,16189
26531,16190
26532,16191
26533,16192
26534,16193
26535,16195
26536,16198
26537,16198
26538,16198
26539,16206
26540,16210
26541,16215
26542,16219
26543,16220
26544,16223
26546,16231
26547,16231
26548,16232
26549,16234
26550,16235
26553,16239
26554,16239
26556,16240
26557,16240
26558,16241
26559,16241
26560,16241
26561,16242
26563,16253
26564,16256
26565,16256
26566,16261
26567,16262
26568,16273
26569,16274
26571,16278
26572,16280
26573,16280
26574,16286
26575,16287
26576,16287
26577,16287
26578,16290
26579,16291
26580,16294
26581,16294
26582,16295
26583,16297
26584,16300
26585,16300
26586,16304
26587,16304
26588,16304
26591,16311
26592,16314
26593,16316
26594,16316
26596,16319
26597,16319
26598,16319
26599,16323
26600,16329
26601,16336
26602,16337
26603,16339
26604,16340
26605,16340
26606,16343
26607,16353
26608,16353
26611,16358
26612,16363
26613,16364
26614,16364
26615,16368
26616,16369
26617,16370
26619,16380
26620,16383
26621,16384
26623,16389
26624,16390
26625,16392
26626,16392
26627,16395
26628,16397
26629,16397
26630,16398
26631,16400
26632,16402
26633,16404
26634,16406
26635,16407
26636,16407
26637,16409
26638,16410
26639,16412
26640,16420
26641,16422
26642,16425
26643,16426
26644,16427
26645,16427
26646,16427
26647,16431
26650,16442
26652,16450
26653,16451
26654,16459
26656,16462
26657,16465
26658,16466
26659,16466
26660,16469
26661,16472
26662,16479
26663,16479
26664,16483
26666,16485
26667,16492
26668,16499
26669,16499
26670,425
26671,425
26672,426
26673,426
26674,426
26675,426
26676,426
26677,426
26678,427
26679,427
26680,427
26681,427
26682,427
26683,427
26684,427
26685,427
26686,427
26687,428
26688,428
26689,429
26690,429
26691,429
26693,429
26694,429
26695,429
26697,429
26698,429
26699,429
26700,645
26701,645
26703,645
26705,645
26706,645
26707,645
26709,645
26710,645
26711,645
26712,645
26713,645
26714,645
26715,645
26716,645
26717,645
26718,645
26720,645
26721,645
26722,645
26723,645
26724,645
26725,645
26726,645
26728,645
26729,645
26730,16505
26731,16506
26732,16506
26733,16507
26734,16512
26735,16512
26736,16513
26737,16518
26739,16520
26740,16521
26741,16530
26742,16532
26743,16533
26744,16538
26745,16544
26746,16544
26747,16545
26748,16547
26749,16547
26751,16558
26752,16558
26753,16558
26754,16560
26755,16562
26756,16564
26757,16565
26758,16570
26760,16575
26761,16580
26762,16582
26763,16582
26764,16583
26765,16587
26769,16599
26770,16601
26771,16603
26772,16611
26773,16613
26774,16616
26775,16617
26778,16626
26779,16626
26780,16626
26781,16626
26782,16628
26783,16628
26784,16629
26785,16629
26786,16629
26787,16632
26788,16636
26789,16641
26790,16642
26791,16643
26792,16643
26795,16650
26796,16656
26797,16657
26798,16665
26799,16669
26800,16670
26802,16683
26803,16687
26804,16687
26805,16688
26806,16689
26807,16690
26808,16693
26809,16694
26810,16694
26811,16700
26812,16703
26813,16704
26814,16704
26816,16709
26817,16709
26818,16709
26819,16715
26820,16716
26821,16716
26822,16716
26823,16717
26824,16718
26825,16718
26826,16723
26827,16723
26829,16731
26830,16733
26832,16733
26833,16733
26834,16733
26835,16733
26836,16736
26837,16737
26838,16742
26839,16747
26840,16750
26841,16754
26842,16768
26843,16769
26844,16776
26845,16776
26846,16778
26847,16778
26848,16778
26849,16778
26850,16778
26851,16778
26853,16779
26854,16779
26855,16779
26856,16783
26857,16783
26858,16783
26859,16783
26860,16786
26861,16787
26862,16789
26863,16789
26865,16790
26866,16791
26867,16792
26868,16793
26869,16793
26870,16797
26871,16800
26872,16801
26873,16803
26874,16804
26876,16807
26877,16808
26878,16811
26880,16817
26881,16819
26882,16820
26883,16823
26884,16824
26885,16826
26886,16842
26887,16842
26889,16857
26891,16872
26892,16872
26893,16874
26894,16878
26895,16879
26897,16881
26898,16889
26899,16896
26900,16900
26901,16900
26902,16900
26904,16904
26905,16914
26906,16914
26907,16914
26908,16914
26909,16915
26910,16916
26911,16921
26912,16922
26914,16931
26916,16937
26917,16941
26918,16942
26919,16944
26921,16948
26922,16954
26923,16955
26925,16956
26926,16956
26927,16957
26928,16960
26929,16960
26930,16960
26932,16970
26933,16970
26934,16975
26935,16985
26936,16985
26937,16987
26938,16988
26939,16992
26940,16994
26941,16996
26942,17000
26945,17005
26946,17006
26947,17009
26949,17012
26950,17014
26951,17016
26952,17017
26953,17019
26954,17024
26955,17024
26956,17027
26957,17028
26958,17028
26959,17028
26960,17029
26961,17036
26962,17038
26963,17039
26964,17041
26965,17042
26966,17045
26967,17045
26968,17049
26969,17049
26970,17050
26971,17051
26972,17051
26973,17052
26974,17053
26979,17065
26980,17066
26981,17068
26982,17068
26983,17068
26985,17068
26986,17073
26987,17073
26988,17076
26989,17078
26991,17081
26992,17084
26993,17094
26994,17095
26995,17095
26996,17096
26997,17099
26998,17100
27000,17108
27001,17111
27002,17114
27003,17114
27004,17115
27006,17118
27007,17123
27008,17125
27009,17126
27010,17127
27011,17136
27012,17138
27013,17141
27014,17143
27016,17146
27017,17149
27018,17151
27020,17153
27021,17156
27022,17160
27023,17162
27025,17166
27027,17168
27028,17172
27029,17172
27030,645
27031,645
27032,645
27033,645
27034,645
27035,645
27037,645
27038,645
27040,645
27041,645
27042,645
27043,645
27044,645
27045,645
27046,645
27047,645
27048,645
27049,646
27050,646
27051,646
27052,646
27053,646
27055,646
27056,646
27057,646
27058,646
27059,646
27060,17175
27061,17176
27062,17179
27063,17179
27064,17182
27066,17186
27068,17191
27069,17192
27070,17193
27071,17193
27072,17194
27073,17197
27074,17197
27075,17203
27076,17203
27077,17204
27078,17204
27079,17206
27080,17209
27081,17209
27082,17213
27083,17214
27085,17218
27086,17219
27087,17219
27088,17220
27089,17221
27090,17223
27091,17224
27092,17227
27093,17228
27094,17231
27095,17233
27096,17235
27097,17235
27098,17237
27099,17240
27100,17244
27101,17245
27102,17247
27103,17250
27104,17254
27105,17256
27106,17258
27108,17263
27109,17263
27110,17265
27111,17265
27113,17267
27114,17273
27115,17278
27116,17279
27117,17294
27118,17294
27119,17294
27120,17294
27121,17297
27122,17312
27123,17313
27124,17313
27125,17315
27126,17317
27127,17323
27128,17323
27129,17327
27130,17329
27131,17329
27132,17330
27133,17334
27135,17339
27136,17343
27137,17347
27138,17351
27139,17353
27140,17353
27141,17357
27142,17358
27143,17360
27145,17365
27147,17366
27148,17374
27149,17377
27150,17379
27151,17381
27152,17383
27153,17392
27155,17393
27156,17400
27157,17403
27158,17403
27159,17403
27160,17403
27161,17405
27162,17405
27163,17407
27164,17408
27165,17414
27166,17416
27167,17422
27168,17425
27169,17433
27170,17433
27171,17434
27172,17436
27173,17441
27174,17442
27175,17447
27176,17448
27177,17449
27178,17451
27179,17452
27180,17455
27181,17458
27182,17460
27183,17469
27184,17469
27185,17472
27186,17473
27188,17475
27189,17476
27190,17485
27191,17489
27192,17492
27193,17492
27194,17496
27195,17497
27196,17499
27197,17504
27198,17509
27199,17513
27202,17516
27203,17521
27204,17522
27205,17523
27206,17525
27207,17530
27208,17533
27210,17534
27211,17535
27212,17539
27213,17545
27214,17548
27215,17552
27216,17553
27218,17555
27219,17569
27220,17569
27221,17570
27223,17579
27224,17581
27225,17582
27227,17591
27229,17595
27230,17597
27231,17597
27232,17598
27233,17600
27234,17604
27235,17605
27236,17606
27237,17607
27238,17607
27239,17608
27240,17609
27241,17614
27242,17614
27243,17617
27244,17634
27245,17640
27246,17642
27247,17649
27248,17650
27250,17659
27251,17662
27253,17666
27254,17667
27255,17672
27256,17673
27257,17673
27258,17674
27259,17676
27260,17676
27261,17685
27263,17688
27264,17689
27265,17689
27266,17692
27267,17694
27269,17712
27270,17713
27271,17714
27272,17715
27273,17716
27274,17723
27276,17729
27277,17730
27278,17740
27279,17742
27280,17746
27281,17747
27282,17751
27283,17752
27284,17753
27285,17759
27286,17759
27287,17760
27288,17760
27289,17760
27290,17760
27291,17760
27292,17760
27293,17761
27294,17765
27295,17766
27296,17772
27297,17773
27299,17778
27301,17798
27302,17801
27303,17803
27304,17803
27305,17804
27306,17805
27307,17805
27308,17811
27309,17816
27310,17820
27311,17825
27312,17825
27313,17826
27314,17829
27315,17835
27316,17837
27317,17838
27318,17840
27320,17849
27321,17849
27322,17849
27323,17849
27324,17856
27325,17864
27326,17869
27327,17871
27328,17871
27329,17877
27330,17882
27331,17887
27332,17888
27333,17889
27334,17891
27335,17891
27338,17892
27339,17893
27340,17893
27341,17893
27342,17894
27343,17895
27344,17898
27345,17902
27346,17904
27347,17904
27348,17905
27349,17909
27350,17916
27351,17917
27352,17920
27353,17923
27355,17930
27356,17932
27357,17934
27358,17936
27359,17936
27360,646
27361,646
27362,646
27364,646
27365,646
27366,646
27367,646
27369,646
27370,646
27371,647
27372,647
27373,647
27374,647
27375,647
27377,647
27378,647
27379,647
27380,647
27382,647
27383,647
27384,647
27385,647
27386,647
27387,647
27388,647
27389,647
27390,17938
27391,17949
27392,17952
27393,17952
27394,17953
27395,17955
27396,17955
27397,17957
27398,17975
27399,17983
27400,17986
27401,17987
27403,17989
27404,17995
27405,17996
27406,17999
27407,17999
27409,18002
27410,18003
27411,18005
27412,18007
27413,18014
27414,18017
27415,18018
27416,18020
27417,18023
27419,18026
27421,18026
27424,18028
27425,18029
27427,18034
27428,18034
27429,18034
27430,18037
27431,18041
27432,18050
27433,18055
27434,18055
27435,18057
27436,18059
27437,18062
27438,18062
27439,18066
27440,18067
27441,18068
27442,18069
27443,18071
27444,18077
27445,18077
27446,18077
27447,18077
27448,18080
27449,18090
27450,18102
27451,18104
27452,18107
27453,18107
27455,18112
27456,18113
27457,18114
27459,18115
27460,18115
27462,18118
27463,18119
27464,18120
27465,18120
27466,18124
27467,18124
27468,18125
27469,18127
27470,18128
27471,18128
27472,18128
27474,18139
27475,18139
27476,18149
27477,18149
27478,18152
27479,18153
27480,18159
27481,18164
27482,18166
27484,18172
27485,18172
27486,18176
27488,18179
27491,18183
27492,18186
27493,18186
27494,18188
27495,18188
27496,18190
27497,18193
27498,18193
27499,18193
27500,18198
27501,18206
27502,18207
27503,18207
27504,18211
27505,18215
27508,18232
27509,18236
27510,18236
27511,18236
27512,18236
27513,18239
27514,18242
27515,18242
27516,18242
27517,18242
27518,18242
27519,18251
27520,18252
27521,18252
27522,18254
27523,18255
27524,18257
27525,18259
27526,18274
27527,18275
27528,18276
27529,18279
27530,18279
27531,18281
27532,18281
27534,18291
27535,18293
27536,18294
27537,18295
27538,18295
27539,18296
27540,18299
27541,18304
27542,18306
27543,18308
27544,18310
27545,18312
27546,18318
27547,18318
27548,18320
27549,18324
27550,18325
27551,18325
27552,18340
27553,18342
27554,18342
27555,18343
27556,18344
27558,18359
27559,18363
27560,18364
27561,18369
27562,18371
27563,18371
27565,18371
27566,18374
27567,18374
27568,18376
27569,18377
27570,18392
27572,18395
27573,18398
27574,18398
27576,18405
27577,18407
27578,18416
27579,18419
27580,18421
27581,18423
27582,18426
27584,18426
27585,18429
27586,18430
27587,18430
27590,18432
27591,18435
27592,18439
27593,18440
27594,18440
27595,18442
27596,18443
27598,18447
27599,18447
27600,18458
27601,18462
27602,18462
27603,18468
27604,18470
27605,18472
27606,18474
27607,18475
27608,18477
27609,18480
27610,18481
27611,18483
27612,18485
27613,18487
27614,18489
27615,18493
27616,18495
27617,18500
27618,18507
27619,18507
27620,18508
27622,18509
27623,18515
27624,18522
27625,18524
27626,18525
27627,18526
27628,18528
27629,18531
27631,18532
27633,18541
27635,18542
27636,18552
27637,18557
27638,18559
27640,18559
27641,18561
27642,18561
27643,18565
27644,18571
27645,18572
27646,18574
27648,18578
27649,18593
27650,18594
27651,18598
27652,18599
27653,18604
27654,18607
27655,18611
27656,18614
27657,18615
27658,18625
27662,18648
27663,18653
27664,18656
27666,18663
27667,18674
27671,18682
27672,18686
27673,18691
27674,18692
27675,18692
27676,18693
27678,18700
27679,18701
27680,18705
27681,18706
27682,18707
27683,18709
27684,18710
27685,18710
27686,18717
27688,18729
27689,18730
27690,648
27691,648
27692,648
27693,648
27694,648
27695,648
27696,648
27697,648
27698,648
27699,648
27700,648
27701,648
27702,648
27703,648
27704,648
27705,648
27706,648
27707,648
27708,648
27709,648
27710,648
27711,648
27712,648
27713,648
27714,648
27716,648
27717,648
27718,648
27719,648
27720,18731
27721,18735
27722,18736
27723,18741
27724,18741
27725,18741
27726,18745
27727,18756
27728,18757
27729,18759
27730,18760
27731,18766
27732,18768
27733,18777
27735,18780
27736,18781
27737,18784
27738,18787
27739,18788
27740,18791
27741,18791
27742,18795
27743,18795
27744,18797
27746,18804
27747,18806
27748,18818
27749,18823
27750,648
27751,648
27753,648
27754,648
27755,648
27756,648
27757,648
27758,648
27759,648
27760,648
27761,648
27762,648
27765,648
27766,648
27767,648
27768,648
27769,648
27770,648
27772,648
27773,648
27774,648
27775,648
27776,648
27777,648
27779,648
27780,648
27781,648
27782,648
27784,648
27785,649
27786,649
27787,649
27788,649
27789,649
27791,649
27792,649
27793,649
27794,649
27795,649
27796,649
27797,649
27798,649
27799,649
27801,649
27802,649
27803,649
27805,650
27806,650
27807,650
27808,650
27809,650
27810,650
27811,650
27812,650
27813,650
27814,650
27815,650
27816,650
27817,650
27818,650
27819,650
27820,650
27821,650
27822,650
27823,650
27824,650
27825,650
27826,650
27827,650
27828,650
27829,650
27830,651
27831,651
27832,651
27834,651
27835,651
27836,651
27837,651
27838,651
27839,651
27840,651
27841,651
27842,651
27844,651
27846,651
27847,651
27848,652
27850,652
27852,652
27853,652
27854,652
27855,652
27856,652
27857,652
27858,652
27859,652
27860,652
27861,652
27862,652
27863,653
27864,653
27865,653
27866,653
27867,653
27868,653
27869,653
27871,653
27872,653
27873,653
27874,654
27875,654
27876,654
27877,654
27878,654
27879,654
27880,654
27881,654
27883,655
27884,655
27887,655
27888,655
27889,655
27890,655
27891,655
27893,655
27894,655
27895,655
27896,655
27897,655
27898,655
27899,655
27900,655
27901,655
27902,656
27903,656
27904,656
27905,656
27906,656
27907,657
27908,657
27909,657
27910,657
27911,657
27913,657
27915,657
27916,657
27917,657
27918,657
27919,657
27920,657
27921,658
27922,658
27923,658
27924,658
27925,658
27926,658
27927,658
27928,658
27929,658
27930,429
27932,430
27933,430
27934,430
27935,430
27937,430
27938,430
27939,431
27940,431
27941,431
27942,431
27944,431
27945,431
27946,431
27947,431
27948,432
27949,432
27950,432
27952,432
27954,432
27955,432
27956,432
27957,432
27958,432
27959,432
27960,658
27961,658
27962,658
27963,658
27964,658
27966,658
27967,658
27968,658
27969,658
27971,658
27973,658
27974,658
27975,658
27976,658
27977,658
27978,658
27980,658
27981,658
27982,658
27983,658
27984,658
27985,658
27986,658
27987,658
27988,658
27990,658
27992,658
27993,658
27994,658
27995,658
27996,658
27997,658
27998,658
27999,658
28000,658
28002,658
28004,658
28005,658
28006,658
28007,658
28008,658
28009,658
28010,658
28012,658
28013,658
28014,658
28015,658
28016,658
28017,658
28018,658
28019,658
28020,658
28021,658
28022,658
28023,658
28024,658
28026,658
28027,658
28028,658
28029,658
28030,658
28031,658
28032,658
28033,658
28035,658
28036,658
28037,659
28038,659
28039,659
28040,659
28041,659
28043,659
28044,660
28045,660
28046,660
28047,660
28048,660
28049,660
28050,660
28051,660
28052,660
28053,660
28054,660
28055,660
28056,660
28057,660
28058,660
28059,660
28060,660
28062,660
28063,660
28065,660
28066,660
28067,661
28068,661
28069,661
28070,661
28071,661
28073,661
28074,661
28075,661
28076,662
28077,662
28081,662
28082,662
28083,662
28084,662
28085,662
28086,662
28087,662
28089,662
28090,663
28091,663
28092,663
28093,663
28094,663
28095,663
28096,663
28097,663
28098,663
28099,663
28100,663
28102,663
28103,663
28106,663
28107,663
28108,663
28109,663
28110,663
28111,663
28112,663
28113,663
28115,663
28116,663
28117,663
28118,663
28119,663
28120,663
28121,663
28123,663
28124,663
28125,663
28126,664
28127,664
28128,664
28129,664
28130,664
28131,664
28132,664
28133,664
28134,664
28136,664
28137,664
28138,664
28140,665
28142,665
28143,665
28144,665
28145,665
28147,665
28148,665
28150,665
28151,665
28152,665
28153,665
28155,665
28156,665
28158,665
28160,665
28161,665
28162,665
28163,665
28165,665
28166,665
28167,665
28168,665
28169,665
28170,665
28171,665
28172,665
28174,665
28175,665
28176,666
28177,666
28179,666
28180,666
28181,666
28182,666
28184,666
28185,666
28186,666
28187,666
28188,666
28189,666
28190,666
28194,666
28196,666
28197,666
28200,666
28201,666
28202,666
28203,666
28204,666
28205,666
28206,666
28207,666
28208,666
28209,666
28210,666
28211,666
28212,666
28214,666
28215,666
28216,666
28217,666
28218,666
28219,666
28220,666
28221,666
28222,666
28223,666
28224,666
28225,666
28226,666
28227,666
28228,666
28229,666
28230,666
28231,666
28232,666
28233,666
28234,666
28235,666
28237,666
28238,666
28239,666
28240,666
28241,666
28243,666
28244,666
28245,666
28246,666
28247,666
28248,666
28250,666
28251,666
28252,666
28253,666
28254,666
28255,666
28256,666
28257,666
28258,666
28259,666
28260,357
28261,357
28262,357
28263,357
28264,357
28265,358
28266,360
28267,360
28268,361
28269,361
28270,361
28271,361
28272,362
28273,362
28274,362
28275,362
28276,363
28277,363
28278,363
28279,363
28280,363
28281,364
28282,364
28283,364
28284,365
28285,366
28286,367
28287,367
28288,367
28289,367
28290,432
28291,432
28292,432
28293,432
28294,432
28295,432
28296,432
28297,432
28298,432
28299,432
28301,432
28302,432
28303,432
28304,432
28305,432
28306,432
28307,432
28308,432
28309,432
28310,432
28311,432
28312,432
28313,432
28315,432
28316,432
28317,432
28318,432
28320,666
28321,666
28323,666
28326,666
28328,666
28329,666
28330,666
28331,666
28332,666
28333,666
28335,666
28336,666
28337,666
28338,666
28339,666
28340,666
28341,666
28342,666
28343,666
28344,666
28345,666
28346,666
28348,666
28349,666
28350,667
28351,667
28352,667
28354,667
28355,667
28356,667
28357,667
28358,667
28359,667
28360,667
28361,667
28362,667
28363,667
28364,667
28365,667
28367,667
28368,668
28369,668
28370,668
28371,668
28372,668
28373,668
28374,668
28375,668
28376,668
28377,668
28378,668
28380,668
28381,668
28382,668
28383,668
28384,668
28385,668
28388,668
28389,668
28390,668
28392,668
28393,668
28394,668
28395,668
28397,668
28398,669
28399,669
28400,669
28401,669
28402,669
28403,669
28404,669
28405,669
28406,669
28407,669
28408,669
28409,669
28412,669
28413,669
28416,669
28417,669
28418,669
28419,669
28420,669
28421,670
28422,670
28423,670
28424,670
28425,670
28427,670
28428,670
28430,670
28431,670
28432,670
28433,670
28434,670
28436,670
28437,670
28438,670
28439,670
28440,670
28441,671
28442,671
28443,671
28444,671
28445,671
28446,671
28447,671
28449,671
28450,671
28451,671
28452,671
28454,671
28455,671
28457,672
28458,672
28459,672
28461,672
28462,672
28463,672
28464,672
28465,672
28466,672
28467,672
28468,672
28470,672
28471,672
28472,672
28473,672
28474,672
28475,672
28476,672
28477,672
28478,672
28479,672
28480,672
28481,672
28482,672
28483,672
28485,672
28486,672
28487,672
28488,673
28489,673
28490,673
28491,673
28492,673
28493,673
28494,673
28495,673
28497,673
28498,673
28500,673
28503,673
28505,673
28506,673
28507,673
28508,673
28509,673
28510,673
28511,673
28512,673
28514,673
28515,673
28516,673
28517,673
28518,673
28519,674
28521,674
28522,674
28523,674
28524,674
28525,675
28526,675
28527,675
28529,675
28530,675
28531,675
28532,675
28533,675
28534,675
28535,675
28536,675
28537,675
28539,675
28541,675
28543,675
28544,675
28545,675
28546,675
28547,675
28548,675
28549,675
28550,675
28551,675
28552,675
28554,675
28555,675
28556,675
28557,675
28558,675
28560,675
28561,675
28563,675
28564,675
28565,675
28566,675
28567,675
28568,675
28569,675
28570,675
28571,675
28572,675
28573,675
28574,675
28575,675
28576,675
28577,675
28578,675
28579,675
28580,675
28581,675
28582,675
28583,675
28584,675
28585,675
28586,675
28587,675
28589,675
28590,675
28591,675
28592,675
28593,675
28594,675
28595,675
28596,675
28597,675
28598,675
28599,675
28601,675
28602,675
28604,675
28605,675
28606,675
28607,675
28608,675
28609,675
28610,675
28611,675
28612,675
28613,675
28615,675
28616,675
28617,675
28618,675
28619,675
28621,432
28624,433
28625,433
28626,434
28627,434
28628,434
28629,434
28630,434
28631,434
28632,434
28633,434
28634,434
28636,434
28637,434
28638,434
28639,434
28640,434
28641,434
28642,434
28643,434
28644,434
28645,434
28646,435
28647,435
28648,435
28649,435
28650,675
28651,675
28652,675
28653,675
28654,676
28655,676
28656,676
28657,676
28658,676
28659,676
28660,676
28661,677
28662,677
28663,677
28664,677
28665,677
28666,677
28667,677
28668,677
28669,678
28670,678
28671,678
28672,678
28673,678
28674,678
28675,678
28676,678
28677,678
28679,678
28680,678
28681,678
28682,678
28683,678
28684,678
28687,678
28688,678
28689,679
28691,679
28692,679
28693,679
28694,679
28695,679
28696,679
28697,679
28698,679
28699,679
28700,680
28701,680
28702,680
28703,680
28704,680
28705,680
28706,680
28707,680
28708,680
28709,680
28710,680
28711,680
28712,680
28713,680
28714,680
28715,680
28716,680
28717,680
28718,680
28719,680
28720,680
28721,680
28722,680
28723,680
28724,680
28725,680
28726,680
28727,680
28728,680
28729,680
28730,680
28731,680
28732,680
28733,680
28734,680
28735,680
28737,680
28739,680
28740,680
28741,680
28743,680
28744,680
28745,680
28746,680
28747,680
28748,680
28749,680
28750,680
28751,680
28753,680
28754,680
28755,680
28756,680
28757,680
28758,680
28761,680
28762,680
28763,680
28764,680
28765,680
28766,680
28767,680
28768,680
28769,680
28770,680
28771,681
28772,681
28773,681
28774,681
28775,681
28777,681
28779,681
28780,681
28782,681
28783,681
28784,681
28785,681
28786,681
28787,681
28788,681
28789,681
28790,681
28791,681
28792,681
28793,682
28794,682
28796,682
28797,682
28798,682
28799,682
28800,682
28801,682
28803,682
28804,682
28805,682
28807,682
28808,682
28809,682
28810,682
28811,682
28812,683
28813,683
28814,683
28815,683
28816,683
28818,683
28819,683
28820,683
28821,683
28822,683
28823,683
28824,683
28826,683
28827,683
28828,683
28829,683
28830,683
28831,683
28832,683
28833,683
28834,683
28835,683
28836,683
28837,683
28838,683
28839,683
28840,683
28841,683
28842,683
28844,683
28845,683
28846,683
28847,683
28848,683
28849,683
28850,683
28851,683
28852,683
28853,683
28854,683
28855,683
28856,683
28858,684
28859,684
28860,684
28861,684
28862,684
28863,684
28864,684
28865,684
28866,684
28868,684
28869,684
28870,684
28871,684
28872,684
28873,684
28874,684
28875,684
28876,684
28877,684
28878,684
28879,684
28880,684
28881,684
28882,684
28883,684
28884,684
28885,684
28886,684
28888,684
28889,684
28890,684
28891,684
28892,684
28893,684
28894,684
28895,684
28896,684
28897,684
28898,684
28900,684
28901,684
28902,684
28903,684
28904,684
28905,684
28906,684
28907,684
28908,684
28909,684
28910,684
28913,684
28914,684
28916,684
28917,684
28918,684
28919,684
28920,684
28921,684
28922,684
28923,684
28924,684
28925,684
28926,684
28928,684
28929,684
28930,684
28931,684
28932,684
28933,684
28934,684
28935,684
28936,684
28937,684
28938,684
28940,684
28941,684
28942,684
28943,684
28945,684
28947,684
28948,684
28949,685
28950,435
28951,435
28953,435
28954,435
28955,435
28958,435
28960,435
28961,435
28962,435
28963,435
28964,435
28965,435
28966,435
28967,435
28968,435
28969,435
28971,435
28972,435
28973,435
28975,435
28976,435
28977,435
28978,436
28979,436
28980,685
28981,685
28982,685
28983,685
28984,685
28985,685
28986,685
28987,685
28988,686
28989,686
28990,686
28991,686
28992,686
28993,686
28994,686
28995,686
28996,686
28997,686
28998,686
28999,686
29000,686
29001,686
29002,686
29003,686
29004,686
29005,686
29006,686
29007,686
29008,686
29009,686
29011,686
29012,686
29013,686
29014,687
29015,687
29016,687
29017,687
29018,687
29019,687
29020,687
29021,687
29022,687
29023,687
29024,687
29025,687
29026,687
29028,687
29029,687
29030,687
29031,687
29032,687
29033,687
29034,687
29035,687
29036,687
29037,687
29038,687
29039,687
29040,687
29041,687
29042,687
29043,687
29044,687
29045,687
29046,687
29047,687
29048,687
29049,687
29050,687
29053,687
29054,687
29055,687
29056,687
29057,687
29058,687
29059,687
29061,687
29062,687
29063,687
29064,687
29065,687
29066,687
29067,687
29068,687
29069,687
29070,687
29071,687
29072,688
29073,688
29075,688
29076,688
29077,688
29078,688
29080,689
29081,689
29082,689
29083,689
29084,689
29085,689
29086,689
29087,689
29088,689
29089,689
29090,689
29091,689
29092,689
29093,689
29094,689
29095,689
29096,689
29097,689
29098,689
29099,689
29100,689
29102,689
29103,689
29104,689
29105,689
29107,689
29108,689
29109,689
29110,689
29112,689
29113,689
29114,689
29115,689
29116,689
29117,689
29118,689
29120,689
29121,689
29122,690
29123,690
29124,690
29125,690
29126,691
29128,691
29129,691
29130,691
29131,691
29132,692
29133,692
29134,692
29135,692
29136,692
29137,692
29138,692
29140,692
29142,692
29143,692
29144,692
29146,692
29147,692
29148,692
29149,692
29150,692
29151,692
29152,692
29153,693
29154,693
29155,693
29156,693
29157,693
29158,693
29159,693
29161,693
29162,693
29163,693
29164,693
29165,693
29166,693
29167,693
29168,694
29169,694
29170,694
29171,694
29172,694
29173,694
29174,694
29175,694
29176,694
29177,694
29178,694
29179,694
29182,694
29183,694
29184,694
29185,694
29186,694
29187,694
29188,694
29189,694
29190,694
29191,694
29192,694
29194,694
29195,694
29196,694
29197,694
29199,694
29201,694
29204,694
29205,694
29206,694
29207,695
29208,695
29209,695
29210,695
29211,695
29212,695
29213,695
29214,695
29215,695
29216,695
29217,695
29218,695
29219,695
29220,695
29221,695
29222,695
29223,695
29224,695
29225,695
29226,695
29228,696
29229,696
29230,696
29231,696
29232,696
29233,696
29234,696
29235,696
29236,696
29237,696
29238,696
29239,696
29240,696
29241,696
29242,696
29243,696
29244,696
29246,697
29247,697
29251,698
29252,698
29254,698
29255,698
29256,698
29257,698
29258,698
29259,698
29260,698
29261,698
29262,698
29263,698
29264,698
29265,698
29266,698
29267,698
29268,698
29269,698
29270,698
29272,698
29273,698
29274,698
29276,698
29277,698
29278,698
29279,698
29280,436
29282,436
29283,436
29285,436
29286,436
29287,436
29288,436
29289,436
29290,436
29291,436
29292,436
29294,436
29295,436
29296,436
29297,438
29299,438
29300,438
29301,438
29302,438
29303,438
29305,438
29306,438
29307,438
29308,438
29309,438
29310,698
29311,698
29312,698
29313,698
29314,698
29315,698
29317,698
29318,698
29319,698
29320,698
29321,698
29322,698
29323,698
29325,698
29326,698
